ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
2944,Bob,20,nan,100,10,15/02/2023,Electronics,20
2945,Bob,20,Other,400,30,InvalidDate,Grocery,20
2946,Bob,30,Other,300,,InvalidDate,Electronics,N/A
2947,David,30,Male,100,40,nan,Grocery,20
2948,Alice,35,Male,,20,15/02/2023,Furniture,15
2949,David,25,Other,100,20,nan,Electronics,5
2950,Bob,20,Female,,20,01/01/2023,nan,15
2951,Eve,20,Male,200,40,01/01/2023,Furniture,15
2952,Charlie,20,nan,400,20,15/02/2023,Grocery,N/A
2953,David,20,Male,100,,nan,Electronics,N/A
2954,David,30,Female,300,40,nan,Clothing,20
2955,Alice,35,Male,400,20,InvalidDate,Furniture,N/A
2956,Alice,,nan,100,10,15/02/2023,Electronics,20
2957,David,25,nan,300,40,nan,Furniture,5
2958,Bob,20,nan,300,40,01/01/2023,Electronics,10
2959,Charlie,35,Female,300,30,nan,Clothing,N/A
2960,Alice,,Female,300,20,nan,nan,N/A
2961,Bob,35,nan,100,10,01/01/2023,Clothing,5
2962,Eve,30,nan,200,,01/01/2023,Grocery,N/A
2963,Alice,,Female,,40,nan,Furniture,5
2964,Bob,35,Female,,,01/01/2023,nan,20
2965,Bob,30,Female,,,InvalidDate,Furniture,N/A
2966,Charlie,35,Other,200,,InvalidDate,Electronics,N/A
2967,Charlie,35,Female,300,30,InvalidDate,Grocery,20
2968,Eve,,nan,300,,01/01/2023,Grocery,N/A
2969,Bob,30,Other,400,20,01/01/2023,Furniture,15
2970,Bob,20,Female,,20,01/01/2023,Grocery,5
2971,Charlie,25,nan,,10,15/02/2023,Furniture,10
2972,Alice,,Male,300,10,01/01/2023,Electronics,15
2973,Alice,30,Other,,,InvalidDate,Electronics,10
2974,David,35,nan,300,,InvalidDate,Furniture,15
2975,Charlie,30,Male,300,30,InvalidDate,Clothing,15
2976,David,25,nan,300,,15/02/2023,Clothing,15
2977,Charlie,25,Female,100,,nan,Electronics,5
2978,Eve,20,Female,100,,InvalidDate,nan,10
2979,Bob,20,Male,100,40,15/02/2023,Clothing,20
2980,Eve,25,Female,100,40,nan,Furniture,20
2981,Charlie,,nan,200,30,15/02/2023,Electronics,N/A
2982,Bob,,Male,400,30,15/02/2023,Grocery,5
2983,Alice,35,nan,400,20,nan,Grocery,5
2984,Alice,20,nan,300,30,01/01/2023,Clothing,5
2985,David,35,nan,,20,01/01/2023,nan,15
2986,Charlie,20,Female,100,,InvalidDate,Clothing,5
2987,Charlie,25,Female,400,30,nan,nan,20
2988,Alice,,nan,400,30,InvalidDate,Clothing,5
2989,Eve,,Other,100,30,15/02/2023,Grocery,15
2990,Bob,25,nan,200,20,01/01/2023,nan,10
2991,Eve,35,nan,200,20,InvalidDate,Grocery,5
2992,Eve,35,Male,400,10,InvalidDate,Furniture,10
2993,Alice,30,nan,200,20,01/01/2023,Furniture,N/A
2994,Alice,20,Female,100,20,15/02/2023,Electronics,15
2995,Alice,35,Male,400,40,InvalidDate,Grocery,5
2996,David,25,Other,100,30,InvalidDate,Grocery,N/A
2997,Eve,35,Male,200,20,nan,Electronics,N/A
2998,Charlie,,Other,100,30,nan,Furniture,10
2999,Bob,20,Male,200,30,01/01/2023,Furniture,20
3000,David,30,Male,200,40,01/01/2023,nan,20
3001,Charlie,20,Other,100,30,15/02/2023,nan,20
3002,Eve,,Female,200,20,15/02/2023,Furniture,20
3003,Alice,,Female,300,30,InvalidDate,Clothing,15
3004,Eve,,Female,100,10,nan,Grocery,5
3005,Bob,,Male,300,10,15/02/2023,nan,5
3006,David,25,nan,100,40,InvalidDate,Clothing,15
3007,David,30,Male,200,20,InvalidDate,nan,10
3008,Bob,,nan,200,40,01/01/2023,Electronics,5
3009,Charlie,,nan,400,10,nan,Grocery,N/A
3010,Charlie,35,Female,400,20,InvalidDate,nan,5
3011,David,30,nan,300,30,01/01/2023,Furniture,15
3012,David,20,Male,200,20,InvalidDate,Electronics,10
3013,Alice,30,Male,400,,nan,Electronics,5
3014,Charlie,30,Female,200,20,InvalidDate,Furniture,15
3015,Bob,30,Other,100,30,InvalidDate,Electronics,N/A
3016,Charlie,,Male,400,,15/02/2023,Grocery,20
3017,Alice,,nan,300,40,15/02/2023,nan,N/A
3018,David,25,Male,400,20,01/01/2023,Electronics,N/A
3019,David,20,Male,200,40,InvalidDate,Grocery,10
3020,Alice,35,Male,,20,01/01/2023,Furniture,5
3021,Bob,30,Other,,10,nan,nan,20
3022,David,20,nan,200,10,01/01/2023,Furniture,15
3023,Eve,20,Female,100,30,InvalidDate,nan,20
3024,David,25,Male,400,10,15/02/2023,Electronics,5
3025,Eve,35,nan,nan,nan,15/02/2023,Electronics,10
3026,Alice,30,nan,100,,01/01/2023,nan,5
3027,Alice,35,Female,200,20,15/02/2023,Grocery,15
3028,David,25,Male,100,40,InvalidDate,Grocery,20
3029,Charlie,,Other,200,,InvalidDate,Grocery,N/A
3030,Eve,20,nan,400,20,nan,Clothing,5
3031,Bob,30,Female,100,40,15/02/2023,Grocery,10
3032,David,,Other,400,10,15/02/2023,Electronics,10
3033,Bob,25,nan,100,20,nan,Clothing,20
3034,David,35,Male,200,40,01/01/2023,Grocery,N/A
3035,Charlie,20,nan,200,30,nan,Electronics,15
3036,Charlie,30,Other,100,30,15/02/2023,Clothing,N/A
3037,Charlie,,Other,200,,01/01/2023,Electronics,20
3038,Charlie,,Male,300,40,InvalidDate,nan,N/A
3039,Alice,20,Male,300,30,InvalidDate,Electronics,20
3040,Alice,35,Female,400,,nan,Clothing,N/A
3041,Eve,25,Male,300,20,InvalidDate,Grocery,5
3042,Bob,35,Female,300,20,15/02/2023,Clothing,10
3043,David,35,Other,,40,nan,Grocery,20
3044,David,35,Other,,40,15/02/2023,Grocery,20
3045,Alice,20,nan,nan,40,15/02/2023,Furniture,10
3046,David,20,nan,,40,01/01/2023,nan,15
3047,Alice,25,Female,200,30,01/01/2023,Furniture,20
3048,Eve,35,Male,400,30,01/01/2023,Clothing,5
3049,Bob,20,Male,400,,InvalidDate,Furniture,N/A
3050,Eve,25,nan,300,30,01/01/2023,Grocery,5
3051,Charlie,25,Other,400,20,15/02/2023,Clothing,20
3052,Charlie,35,Female,300,,nan,Furniture,15
3053,Charlie,30,Other,400,30,nan,Electronics,20
3054,Eve,35,Other,100,40,15/02/2023,nan,15
3055,David,30,Male,100,30,InvalidDate,Electronics,10
3056,Bob,25,Female,400,10,nan,Clothing,N/A
3057,Charlie,20,Other,200,,15/02/2023,Furniture,5
3058,Charlie,,nan,300,30,15/02/2023,Grocery,15
3059,Charlie,25,nan,400,30,15/02/2023,Furniture,5
3060,Bob,20,Male,300,20,nan,Clothing,10
3061,Charlie,25,nan,,40,nan,Clothing,20
3062,Bob,35,nan,400,40,01/01/2023,Clothing,15
3063,Charlie,30,Other,200,20,01/01/2023,Clothing,N/A
3064,Eve,25,nan,,20,15/02/2023,Furniture,15
3065,Eve,20,nan,400,10,15/02/2023,Electronics,20
3066,Bob,35,Other,100,,15/02/2023,Grocery,20
3067,Eve,,Male,400,40,15/02/2023,Grocery,N/A
3068,Bob,35,Male,100,20,nan,nan,N/A
3069,Eve,30,Female,100,20,01/01/2023,Clothing,10
3070,Eve,35,nan,400,,InvalidDate,Clothing,5
3071,Bob,,Other,400,20,15/02/2023,Clothing,15
3072,David,20,Female,100,10,01/01/2023,Electronics,10
3073,Eve,25,Male,300,,15/02/2023,Clothing,5
3074,Charlie,30,Male,,10,nan,nan,10
3075,David,,Other,200,30,InvalidDate,nan,N/A
3076,Bob,30,Female,400,40,01/01/2023,Electronics,N/A
3077,David,35,Female,nan,20,01/01/2023,Clothing,20
3078,Alice,30,Other,,,InvalidDate,Furniture,15
3079,Alice,,Other,300,10,nan,Furniture,15
3080,Eve,25,Female,,40,InvalidDate,Grocery,15
3081,Eve,25,Male,400,40,01/01/2023,Electronics,10
3082,Charlie,30,nan,,20,InvalidDate,Furniture,10
3083,David,20,Male,400,40,nan,Grocery,15
3084,Alice,30,Other,400,20,nan,nan,20
3085,Eve,35,Female,100,30,15/02/2023,Grocery,5
3086,David,25,Female,300,20,InvalidDate,Clothing,10
3087,Eve,25,nan,200,10,InvalidDate,Clothing,15
3088,Eve,25,Female,100,40,01/01/2023,nan,N/A
3089,Alice,20,nan,200,40,nan,Electronics,10
3090,Alice,20,Male,400,40,InvalidDate,Clothing,5
3091,Eve,,Male,100,20,01/01/2023,Clothing,10
3092,Bob,30,Female,,,15/02/2023,Grocery,5
3093,Eve,30,Female,,20,InvalidDate,Grocery,5
3094,Eve,35,Other,200,10,InvalidDate,Grocery,10
3095,Charlie,25,Other,400,20,01/01/2023,Furniture,5
3096,Charlie,20,Female,200,40,01/01/2023,nan,10
3097,Charlie,35,Female,300,30,nan,Electronics,10
3098,Bob,35,Male,,10,nan,Grocery,20
3099,Bob,20,Female,100,30,nan,Electronics,N/A
3100,Eve,30,Other,100,10,InvalidDate,Grocery,5
3101,Charlie,25,Male,100,10,01/01/2023,Clothing,10
3102,Bob,30,nan,,40,nan,Electronics,5
3103,Alice,35,Other,400,20,InvalidDate,Furniture,10
3104,Eve,25,Other,,40,nan,Grocery,10
3105,David,,Male,,40,15/02/2023,nan,10
3106,Eve,35,nan,100,40,InvalidDate,Clothing,N/A
3107,David,30,Other,,30,nan,Grocery,5
3108,Charlie,30,Female,100,10,nan,Electronics,N/A
3109,David,30,Other,400,,15/02/2023,Grocery,N/A
3110,Charlie,20,Male,300,20,15/02/2023,Clothing,N/A
3111,Alice,35,Male,100,40,nan,nan,N/A
3112,David,25,Male,200,10,nan,nan,20
3113,Eve,30,Other,300,20,01/01/2023,nan,5
3114,Charlie,30,nan,400,,nan,Clothing,5
3115,Eve,20,Female,300,,nan,Grocery,10
3116,Bob,25,Male,100,40,01/01/2023,Clothing,5
3117,Charlie,35,nan,400,,01/01/2023,Clothing,N/A
3118,David,,Female,200,,nan,Grocery,15
3119,Charlie,20,Male,100,20,01/01/2023,Furniture,5
3120,Eve,35,Female,100,20,InvalidDate,nan,15
3121,Alice,,Female,400,40,15/02/2023,Electronics,20
3122,Charlie,30,nan,400,10,InvalidDate,Electronics,10
3123,David,30,Female,300,40,15/02/2023,Grocery,10
3124,Bob,25,Male,200,30,15/02/2023,Electronics,10
3125,Alice,,nan,300,,nan,Furniture,20
3126,Bob,30,Other,300,10,15/02/2023,Clothing,N/A
3127,Charlie,30,Other,100,20,InvalidDate,nan,15
3128,Eve,25,nan,400,30,nan,Electronics,5
3129,Eve,35,Other,100,30,01/01/2023,Electronics,N/A
3130,David,30,Female,200,,InvalidDate,Grocery,10
3131,Eve,20,Male,300,20,nan,Grocery,10
3132,Alice,20,Female,200,10,15/02/2023,Clothing,N/A
3133,Eve,35,nan,400,20,InvalidDate,nan,15
3134,David,,Male,400,,15/02/2023,Electronics,N/A
3135,Charlie,25,nan,,30,nan,Clothing,20
3136,Charlie,20,nan,200,,nan,nan,10
3137,Eve,20,nan,100,40,01/01/2023,Clothing,15
3138,Bob,35,Female,200,30,01/01/2023,Electronics,5
3139,Charlie,,Male,300,,InvalidDate,Grocery,10
3140,Eve,,Male,400,10,01/01/2023,Grocery,N/A
3141,David,35,Male,400,10,15/02/2023,Grocery,15
3142,Eve,20,Female,200,10,15/02/2023,Furniture,10
3143,Charlie,25,Other,200,40,01/01/2023,Clothing,5
3144,David,20,Female,200,20,01/01/2023,Electronics,5
3145,Eve,,Female,300,10,01/01/2023,Clothing,N/A
3146,Alice,20,nan,300,40,InvalidDate,Grocery,20
3147,David,25,Male,100,10,InvalidDate,Clothing,N/A
3148,Alice,30,Male,200,40,15/02/2023,nan,15
3149,Bob,20,Other,100,10,InvalidDate,Clothing,N/A
3150,David,35,Other,,20,InvalidDate,Furniture,15
3151,Alice,30,nan,300,,nan,Furniture,20
3152,Charlie,35,Male,400,10,15/02/2023,Grocery,N/A
3153,Charlie,35,Other,,,15/02/2023,Electronics,5
3154,Bob,35,Other,400,10,01/01/2023,nan,15
3155,David,20,Male,,20,nan,Electronics,15
3156,David,,Female,100,,01/01/2023,Electronics,5
3157,David,30,Other,100,40,InvalidDate,nan,N/A
3158,Bob,25,Male,300,10,15/02/2023,Furniture,20
3159,David,,Other,400,10,InvalidDate,Grocery,10
3160,Charlie,20,nan,,40,InvalidDate,Clothing,N/A
3161,Alice,35,Other,200,20,nan,Furniture,N/A
3162,Charlie,25,Male,200,30,nan,Grocery,15
3163,Charlie,30,Other,300,10,15/02/2023,Furniture,15
3164,Alice,,nan,400,40,15/02/2023,nan,20
3165,Charlie,,nan,200,30,nan,Electronics,20
3166,Bob,25,Other,300,10,nan,nan,20
3167,Alice,20,Other,300,,nan,Clothing,5
3168,Charlie,30,nan,400,40,nan,nan,10
3169,Eve,25,nan,200,,15/02/2023,Electronics,10
3170,Charlie,35,Female,200,20,15/02/2023,Furniture,20
3171,Bob,30,Female,200,30,InvalidDate,Grocery,15
3172,David,,nan,100,40,InvalidDate,Clothing,10
3173,Charlie,25,Other,200,10,InvalidDate,Furniture,N/A
3174,David,,Male,,10,15/02/2023,Grocery,5
3175,Eve,,Other,100,30,01/01/2023,Electronics,15
3176,Charlie,,Other,100,,InvalidDate,nan,5
3177,Alice,20,Female,100,,01/01/2023,Furniture,N/A
3178,David,,Female,100,40,01/01/2023,Grocery,10
3179,Eve,35,Female,300,40,01/01/2023,Grocery,5
3180,Alice,35,nan,,,nan,nan,5
3181,Alice,30,nan,400,40,15/02/2023,Furniture,5
3182,Alice,,Other,200,,15/02/2023,Furniture,N/A
3183,Alice,,Other,100,30,InvalidDate,Electronics,15
3184,Charlie,25,Male,400,40,InvalidDate,Furniture,15
3185,Charlie,20,Other,300,,15/02/2023,nan,N/A
3186,Charlie,30,Other,400,40,nan,Furniture,5
3187,Eve,,Female,100,10,15/02/2023,Electronics,5
3188,Eve,25,Female,,10,01/01/2023,Grocery,20
3189,Eve,20,Female,400,20,15/02/2023,Furniture,10
3190,Bob,30,Female,100,,nan,nan,10
3191,Eve,30,Female,100,20,15/02/2023,Furniture,15
3192,Charlie,,Male,200,,15/02/2023,Clothing,N/A
3193,Charlie,30,Male,200,40,15/02/2023,Electronics,5
3194,Bob,25,Male,,,01/01/2023,Grocery,10
3195,Bob,30,Female,200,10,InvalidDate,Clothing,N/A
3196,Eve,35,nan,nan,40,nan,nan,N/A
3197,David,25,Female,300,10,01/01/2023,Furniture,5
3198,Bob,20,Female,300,40,15/02/2023,Electronics,N/A
3199,Alice,20,Male,200,,15/02/2023,Furniture,10
3200,Charlie,,Female,300,,InvalidDate,Furniture,20
3201,Alice,,Male,400,10,InvalidDate,Furniture,10
3202,Charlie,35,Female,400,30,InvalidDate,Furniture,20
3203,Charlie,20,Other,400,,01/01/2023,Electronics,N/A
3204,Bob,20,nan,300,30,nan,Clothing,10
3205,Bob,20,nan,400,40,InvalidDate,nan,5
3206,Alice,20,Male,,30,15/02/2023,Clothing,N/A
3207,Charlie,30,Other,100,10,nan,Electronics,5
3208,Alice,25,nan,200,20,15/02/2023,nan,20
3209,David,25,Male,,20,15/02/2023,Grocery,15
3210,Alice,35,Female,400,10,nan,Clothing,15
3211,Eve,30,Female,100,20,01/01/2023,Electronics,20
3212,Alice,20,Other,200,10,nan,Electronics,15
3213,Eve,20,nan,,,InvalidDate,Electronics,N/A
3214,Eve,,Female,200,30,nan,nan,N/A
3215,Eve,,Male,300,20,InvalidDate,Furniture,10
3216,David,35,Female,400,,InvalidDate,Grocery,N/A
3217,Alice,20,Female,,20,nan,nan,15
3218,Alice,35,nan,,40,nan,nan,5
3219,David,30,nan,100,10,InvalidDate,Clothing,10
3220,Charlie,25,Male,100,10,15/02/2023,Grocery,5
3221,Bob,20,Other,100,,nan,Electronics,15
3222,Alice,30,Other,200,40,01/01/2023,nan,5
3223,Bob,20,Female,400,30,InvalidDate,Grocery,15
3224,David,,Male,200,40,15/02/2023,Clothing,N/A
3225,Charlie,35,Other,400,40,nan,Furniture,10
3226,Charlie,,Other,,30,nan,Grocery,20
3227,Charlie,25,Female,200,30,15/02/2023,Electronics,15
3228,David,,Male,200,40,01/01/2023,nan,N/A
3229,Eve,20,Other,200,20,InvalidDate,Furniture,5
3230,Eve,,nan,300,20,nan,Clothing,N/A
3231,Bob,20,nan,400,40,01/01/2023,Electronics,5
3232,Eve,25,Female,400,20,InvalidDate,Furniture,5
3233,Eve,,Female,200,30,01/01/2023,Clothing,5
3234,Charlie,35,Female,300,30,InvalidDate,Electronics,5
3235,Charlie,35,Female,200,20,InvalidDate,nan,10
3236,Bob,35,Other,400,30,01/01/2023,Clothing,5
3237,Alice,,Male,,10,InvalidDate,Furniture,10
3238,Bob,,Female,300,30,nan,Electronics,20
3239,Bob,,Female,300,40,nan,Grocery,10
3240,David,20,Other,200,,01/01/2023,Electronics,5
3241,David,25,Female,nan,20,01/01/2023,Furniture,20
3242,Bob,35,Female,400,20,InvalidDate,Furniture,N/A
3243,Bob,20,Male,100,30,InvalidDate,Grocery,10
3244,Bob,35,nan,400,30,01/01/2023,Furniture,N/A
3245,Eve,20,Female,400,,15/02/2023,Electronics,20
3246,David,,Other,,,01/01/2023,Clothing,10
3247,Bob,35,Male,300,40,15/02/2023,Electronics,5
3248,Charlie,,Other,400,10,15/02/2023,Furniture,10
3249,Charlie,35,Male,300,40,01/01/2023,Grocery,5
3250,Eve,30,Male,,20,01/01/2023,Grocery,15
3251,Eve,20,Female,,30,01/01/2023,nan,10
3252,Alice,30,Female,200,40,15/02/2023,Grocery,10
3253,Alice,20,Female,100,30,nan,Grocery,N/A
3254,Alice,25,nan,nan,30,nan,Furniture,N/A
3255,Eve,35,nan,nan,40,01/01/2023,Clothing,20
3256,Eve,25,Other,300,40,01/01/2023,Clothing,5
3257,Eve,25,Female,,,InvalidDate,Furniture,N/A
3258,Charlie,20,nan,400,10,InvalidDate,Grocery,20
3259,Eve,30,Female,200,,InvalidDate,Electronics,5
3260,Charlie,,nan,200,10,01/01/2023,Clothing,5
3261,Alice,20,nan,400,40,nan,Furniture,5
3262,Alice,,Male,,10,nan,Electronics,15
3263,Alice,25,Female,100,20,01/01/2023,Grocery,5
3264,Bob,,Female,,,01/01/2023,Furniture,20
3265,Bob,30,nan,200,,15/02/2023,Clothing,5
3266,David,20,Female,100,,15/02/2023,Electronics,5
3267,David,30,nan,300,30,nan,Electronics,20
3268,David,30,Female,300,30,InvalidDate,Clothing,10
3269,Bob,20,Male,,40,nan,Electronics,5
3270,Bob,30,Female,,40,15/02/2023,Clothing,20
3271,David,35,Male,100,30,nan,Furniture,N/A
3272,David,35,Other,100,,15/02/2023,nan,20
3273,Eve,35,Female,,30,15/02/2023,Grocery,15
3274,David,,Female,200,10,InvalidDate,Furniture,N/A
3275,Eve,30,Female,300,,InvalidDate,Grocery,10
3276,Charlie,20,Male,100,30,15/02/2023,Grocery,10
3277,Bob,20,Female,200,40,01/01/2023,Clothing,20
3278,David,,Female,,30,InvalidDate,nan,20
3279,Bob,20,nan,400,20,15/02/2023,Grocery,5
3280,Bob,35,Other,100,30,01/01/2023,Grocery,5
3281,Bob,30,Male,400,,01/01/2023,Furniture,15
3282,Charlie,20,nan,200,30,nan,nan,5
3283,Alice,20,Male,300,40,nan,nan,20
3284,David,25,nan,200,10,InvalidDate,Grocery,20
3285,Alice,25,Other,300,20,01/01/2023,nan,5
3286,Alice,25,nan,200,nan,InvalidDate,Furniture,15
3287,Alice,30,Male,100,40,15/02/2023,Clothing,20
3288,Bob,35,Female,100,20,InvalidDate,Grocery,15
3289,Eve,35,Female,400,30,01/01/2023,Electronics,20
3290,Bob,35,Other,200,20,nan,Grocery,15
3291,Bob,30,Male,200,10,InvalidDate,Grocery,15
3292,Alice,30,Male,400,20,nan,Clothing,15
3293,Bob,25,Male,,20,InvalidDate,Electronics,5
3294,Alice,20,Other,200,30,15/02/2023,Electronics,10
3295,Eve,,Female,200,30,01/01/2023,Electronics,15
3296,David,,nan,200,,InvalidDate,Clothing,15
3297,Alice,20,Other,,30,15/02/2023,nan,20
3298,Eve,25,nan,100,20,15/02/2023,Electronics,10
3299,David,20,Female,400,10,15/02/2023,nan,20
3300,Charlie,20,Other,,30,nan,Furniture,20
3301,Alice,,Female,300,,nan,Clothing,15
3302,Alice,25,nan,300,,15/02/2023,nan,N/A
3303,Charlie,30,Male,,20,15/02/2023,Electronics,10
3304,Charlie,,Male,,30,InvalidDate,Electronics,20
3305,Alice,30,nan,100,30,InvalidDate,nan,N/A
3306,Charlie,25,Male,300,,01/01/2023,nan,N/A
3307,Bob,20,nan,400,30,InvalidDate,Furniture,20
3308,David,35,Other,200,20,01/01/2023,Clothing,15
3309,David,35,Other,200,10,01/01/2023,Grocery,5
3310,David,25,Other,100,20,01/01/2023,Furniture,20
3311,Bob,35,Male,100,30,nan,Furniture,15
3312,Charlie,30,Female,300,20,InvalidDate,Furniture,10
3313,Eve,35,Male,400,40,15/02/2023,Electronics,15
3314,Charlie,25,Male,400,40,01/01/2023,nan,N/A
3315,Alice,25,Female,,30,15/02/2023,Clothing,10
3316,David,30,Female,100,30,01/01/2023,Electronics,10
3317,Charlie,35,Female,200,10,InvalidDate,Furniture,5
3318,Eve,35,Female,200,20,01/01/2023,Clothing,5
3319,Alice,20,Male,300,10,InvalidDate,Electronics,20
3320,Bob,,nan,200,30,15/02/2023,Grocery,15
3321,Bob,25,Other,400,30,InvalidDate,Furniture,20
3322,Eve,20,nan,400,,15/02/2023,Electronics,5
3323,Alice,25,Male,100,10,InvalidDate,Electronics,N/A
3324,David,20,Female,300,30,01/01/2023,Furniture,5
3325,Charlie,,Other,200,40,01/01/2023,Grocery,15
3326,Alice,20,Other,100,,InvalidDate,nan,N/A
3327,Bob,25,nan,,20,15/02/2023,Grocery,20
3328,Eve,35,Male,,,15/02/2023,Furniture,20
3329,Eve,25,Male,200,20,15/02/2023,nan,5
3330,Charlie,30,Male,200,40,InvalidDate,Electronics,5
3331,Eve,30,Other,200,20,InvalidDate,Grocery,20
3332,Eve,30,nan,400,10,InvalidDate,Grocery,20
3333,Alice,30,Other,200,20,InvalidDate,nan,10
3334,David,,Other,,20,15/02/2023,Electronics,15
3335,Charlie,35,Female,200,,15/02/2023,Grocery,10
3336,Alice,35,nan,300,40,nan,nan,10
3337,David,25,Female,,20,InvalidDate,Grocery,20
3338,Alice,20,Male,300,10,nan,Electronics,15
3339,Alice,25,Other,,,InvalidDate,Electronics,20
3340,Eve,25,nan,100,40,nan,Clothing,10
3341,David,25,Male,,40,15/02/2023,nan,10
3342,Charlie,25,nan,,30,15/02/2023,Furniture,20
3343,Charlie,35,Other,300,10,nan,Grocery,5
3344,David,20,nan,300,,01/01/2023,Electronics,5
3345,Eve,25,Male,,,InvalidDate,Grocery,20
3346,Bob,35,Female,,10,nan,Grocery,N/A
3347,Alice,25,Other,400,40,nan,Furniture,N/A
3348,Eve,30,Female,100,20,01/01/2023,Electronics,5
3349,David,25,Other,100,10,15/02/2023,Clothing,15
3350,Alice,25,Male,200,,nan,nan,10
3351,Charlie,,Other,,10,15/02/2023,Grocery,15
3352,Bob,30,Female,,40,InvalidDate,Furniture,5
3353,Charlie,20,Other,,30,01/01/2023,Furniture,20
3354,David,25,Male,,30,15/02/2023,nan,N/A
3355,Alice,20,Other,100,20,nan,nan,5
3356,David,30,Female,300,20,01/01/2023,Electronics,15
3357,Alice,25,Male,400,40,01/01/2023,Grocery,15
3358,Eve,,Female,300,20,01/01/2023,Grocery,5
3359,Bob,35,Other,300,30,01/01/2023,nan,10
3360,Eve,,nan,100,40,01/01/2023,Clothing,15
3361,Eve,,Female,400,40,InvalidDate,Grocery,10
3362,David,35,Other,,40,InvalidDate,Furniture,10
3363,Bob,35,nan,100,10,01/01/2023,nan,20
3364,Alice,35,nan,100,20,nan,Grocery,5
3365,Alice,25,Male,400,,nan,Electronics,5
3366,Charlie,20,nan,200,30,InvalidDate,nan,10
3367,Alice,20,Female,100,20,15/02/2023,Furniture,20
3368,David,35,Female,300,30,01/01/2023,Electronics,15
3369,Eve,,nan,300,20,nan,nan,15
3370,Eve,30,Other,,,InvalidDate,nan,5
3371,Eve,35,Female,100,30,InvalidDate,Grocery,10
3372,Bob,,Female,,,15/02/2023,Electronics,20
3373,Alice,,Male,100,30,15/02/2023,nan,20
3374,David,25,Other,400,10,nan,Furniture,15
3375,Bob,25,nan,100,10,15/02/2023,Electronics,15
3376,Charlie,20,Other,200,30,15/02/2023,Grocery,N/A
3377,David,20,Male,300,30,01/01/2023,Clothing,N/A
3378,David,30,Male,400,,InvalidDate,nan,10
3379,David,30,Other,300,40,InvalidDate,Clothing,N/A
3380,Eve,30,Male,,30,15/02/2023,nan,20
3381,David,30,Male,400,20,InvalidDate,Grocery,N/A
3382,Alice,,Male,200,20,InvalidDate,Grocery,5
3383,David,,Other,300,20,nan,Grocery,5
3384,Eve,20,Male,100,10,InvalidDate,Grocery,15
3385,David,25,nan,100,,15/02/2023,Electronics,15
3386,Charlie,25,nan,100,10,nan,Electronics,10
3387,Charlie,35,Female,400,20,InvalidDate,nan,5
3388,Eve,,nan,200,30,InvalidDate,Electronics,10
3389,Alice,30,Female,200,20,nan,nan,10
3390,Alice,30,Other,200,30,nan,Electronics,N/A
3391,Bob,35,Male,300,,InvalidDate,Electronics,15
3392,Eve,25,nan,400,40,01/01/2023,Electronics,10
3393,David,30,Female,100,30,01/01/2023,Furniture,10
3394,Eve,25,Other,300,10,InvalidDate,Grocery,15
3395,Bob,35,Female,200,20,InvalidDate,Furniture,15
3396,Eve,25,Male,100,20,nan,Electronics,5
3397,Eve,25,nan,400,20,nan,Electronics,15
3398,Bob,25,Other,,30,InvalidDate,Furniture,N/A
3399,Alice,30,Female,200,,InvalidDate,nan,5
3400,David,20,Other,200,30,InvalidDate,Grocery,10
3401,Bob,,Female,200,10,InvalidDate,nan,N/A
3402,Charlie,25,Female,200,20,01/01/2023,Grocery,N/A
3403,Alice,25,Male,100,30,nan,Clothing,5
3404,Charlie,25,Male,400,20,15/02/2023,Grocery,10
3405,Alice,20,Female,300,10,InvalidDate,nan,5
3406,David,35,nan,100,40,InvalidDate,Grocery,20
3407,David,30,Other,400,40,InvalidDate,Clothing,20
3408,Eve,20,Other,300,40,15/02/2023,Clothing,5
3409,Charlie,25,Male,200,20,nan,Electronics,10
3410,Alice,20,nan,400,30,nan,Clothing,10
3411,David,20,Female,200,20,InvalidDate,Furniture,15
3412,Bob,20,Male,400,,InvalidDate,nan,N/A
3413,David,35,Female,,30,nan,Furniture,5
3414,Bob,,Female,200,10,15/02/2023,Furniture,N/A
3415,Alice,30,Male,200,40,InvalidDate,nan,N/A
3416,David,35,nan,200,30,15/02/2023,Furniture,20
3417,David,35,Other,100,30,15/02/2023,Furniture,20
3418,Alice,,Male,300,40,nan,Furniture,5
3419,David,35,nan,200,10,InvalidDate,Clothing,5
3420,Bob,20,Female,200,20,01/01/2023,nan,10
3421,David,20,Male,100,20,nan,nan,5
3422,Charlie,25,Other,100,30,nan,nan,10
3423,Eve,35,Other,,40,01/01/2023,Furniture,10
3424,Bob,25,Female,400,,InvalidDate,Clothing,5
3425,Charlie,30,Male,200,10,15/02/2023,nan,10
3426,Alice,20,Other,400,20,15/02/2023,Grocery,N/A
3427,Bob,30,Male,100,10,15/02/2023,nan,10
3428,Eve,,Other,100,10,InvalidDate,Electronics,N/A
3429,Eve,20,Female,,10,nan,Grocery,N/A
3430,Alice,30,Female,300,40,nan,nan,N/A
3431,Alice,,Male,100,40,nan,Furniture,15
3432,Bob,30,nan,200,40,nan,nan,15
3433,David,,nan,,30,nan,Clothing,10
3434,Alice,,Female,300,40,01/01/2023,Clothing,5
3435,David,20,Other,,30,15/02/2023,nan,10
3436,Charlie,25,nan,100,20,15/02/2023,Furniture,15
